id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr
SKILL_PERMANENT_GRIM_REAPER;Grim Reaper;Grim Reaper;Grim Reaper;Grim Reaper;Grim Reaper;死神;死神;저승사자;Grim Reaper;Ponury Żniwiarz;Мрачный жнец;Azrail
SKILL_PERMANENT_GRIM_REAPER_DESC;You and your companions gain a permanent circling scythe applying bleeding on hit. ;Du und deine Gefährten erhalten eine permanente kreisende Sense, die bei einem Treffer Blutung verursacht. ;Vous et vos compagnons gagnez une faux circulaire permanente qui inflige des saignements sur les coups. ;Voi e i vostri compagni ottenete una falce rotante permanente che applica il sanguinamento sui colpi. ;Tú y tus compañeros ganáis una guadaña circular permanente que aplica hemorragia al golpear. ;你和你的同伴会获得一把永久性的盘旋镰刀，命中时会造成流血。;あなたとあなたの仲間は、命中時に出血を与える永続的な旋回鎌を得る。;적중 시 자신과 동료가 영구적으로 빙글빙글 돌며 출혈을 일으키는 낫을 얻습니다. ;Tu e os teus companheiros ganham uma foice circular permanente que aplica sangramento ao atingir.;Ty i twoi towarzysze zyskujecie stałą, krążącą kosę, która powoduje krwawienie przy trafieniu.;Вы и ваши спутники получаете постоянную кружащую косу, наносящую кровотечение при попадании.;Siz ve yoldaşlarınız, isabet halinde kanama uygulayan kalıcı bir dairesel tırpan kazanırsınız.
SKILL_PET_PERMA_PHOENIX;Baby Phoenix;Baby Phönix;Bébé Phoenix;Piccola fenice;Bebé Fénix;凤凰宝宝;ベビー・フェニックス;아기 불사조;Bebé Fénix;Baby Phoenix;Малыш Феникс;Bebek Anka Kuşu
SKILL_PET_PERMA_PHOENIX_DESC;Summon a permanent baby phoenix companion that shoots 3 projectiles. Projectiles explode on enemy hit and apply burning.;Beschwöre einen permanenten Baby-Phönix-Gefährten, der 3 Projektile abschießt. Die Geschosse explodieren, wenn ein Gegner getroffen wird, und verursachen Verbrennung.;Invoque un bébé phénix permanent qui tire 3 projectiles. Les projectiles explosent sur les ennemis touchés et appliquent des brûlures.;Evoca un compagno fenice permanente che spara 3 proiettili. I proiettili esplodono quando i nemici vengono colpiti e applicano il bruciore.;Invoca a un bebé fénix permanente que dispara 3 proyectiles. Los proyectiles explotan al golpear al enemigo y aplican quemadura.;召唤一只能发射 3 枚射弹的永久性凤凰宝宝。投射物在击中敌人时会爆炸并造成灼伤。;3つの弾を発射するベビーフェニックスを召喚する。弾は敵に当たると爆発し、燃焼効果を与える。;투사체 3개를 발사하는 영구적인 아기 불사조 동료를 소환합니다. 투사체는 적에게 맞으면 폭발하며 화상을 입힙니다.;Invoca um bebé fénix permanente que dispara 3 projécteis. Os projécteis explodem ao atingir um inimigo e aplicam queimadura.;Przywołuje na stałe małego feniksa, który wystrzeliwuje 3 pociski. Pociski eksplodują po trafieniu wroga i zadają obrażenia od ognia.;Призовите постоянного спутника - детеныша феникса, который стреляет 3 снарядами. Снаряды взрываются при попадании в противника и наносят ему ожоги.;Üç mermi fırlatan kalıcı bir yavru anka kuşu arkadaşı çağır. Mermiler düşmana isabet ettiğinde patlar ve yanma uygular.
SKILL_RANGE_ATTACK_LIGHTNING_STRIKE_DESC;Your range attacks call 1-3 lightning strikes to a random area around you damaging all hit enemies. Damage, the spawn radius and the amount of lightning strikes scale with your skill stacks. ;Deine Fernkampfangriffe rufen 1-3 Blitzschläge in einem zufälligen Bereich um dich herum hervor, die allen getroffenen Gegnern Schaden zufügen. Der Schaden, der Spawn-Radius und die Anzahl der Blitzschläge skalieren mit deinen Skill-Stacks. ;Vos attaques à distance déclenchent 1 à 3 éclairs dans une zone aléatoire autour de vous, endommageant tous les ennemis touchés. Les dégâts, le rayon d'apparition et la quantité d'éclairs s'adaptent à vos piles de compétences. ;I tuoi attacchi a distanza richiamano 1-3 fulmini in un'area casuale intorno a te, danneggiando tutti i nemici colpiti. Il danno, il raggio d'azione e la quantità di fulmini sono proporzionali alle pile di abilità. ;Tus ataques a distancia lanzan de 1 a 3 rayos a un área aleatoria a tu alrededor, dañando a todos los enemigos alcanzados. El daño, el radio de aparición y la cantidad de relámpagos varían según tus acumulaciones de habilidades. ;你的范围攻击会召唤1-3个闪电到你周围的随机区域，伤害所有被击中的敌人。伤害、产生的半径和雷击的数量随着你的技能叠加而增加。;範囲攻撃は自分の周りのランダムな範囲に1-3回の落雷を発生させ、当たった敵全てにダメージを与える。ダメージ、スポーン半径、雷撃の量はスキルのスタックによって変化する。;범위 공격으로 주변 무작위 지역에 번개를 1~3번 내리쳐 적중당한 모든 적에게 피해를 입힙니다. 피해량, 번개 생성 반경, 번개의 양은 스킬 중첩에 따라 증가합니다. ;Os seus ataques de alcance chamam 1-3 relâmpagos a uma área aleatória à sua volta, danificando todos os inimigos atingidos. Os danos, o raio de desova e a quantidade de relâmpagos atingem a escala com as suas habilidades. ;Twoje ataki zasięgowe wywołują 1-3 błyskawice w losowym obszarze wokół ciebie, zadając obrażenia wszystkim trafionym wrogom. Obrażenia, promień odradzania i liczba uderzeń piorunów skalują się wraz ze wzrostem poziomu umiejętności.;Ваши дальнобойные атаки вызывают 1-3 удара молнии в случайной области вокруг вас, нанося урон всем попавшим в цель врагам. Урон, радиус спавна и количество ударов молнии зависят от стаков умений.;Menzilli saldırılarınız, etrafınızdaki rastgele bir alana 1-3 yıldırım düşmesini sağlar ve isabet eden tüm düşmanlara hasar verir. Hasar, ortaya çıkma yarıçapı ve yıldırım darbelerinin miktarı, beceri yüklerinizle ölçeklenir.
SKILL_MELEE_ATTACK_DISCHARGE_DESC;Your melee attacks discharge a lightning ray from your position in a random angle piercing through all enemies in this attack angle. Damage and the amount of discharge rays scale with your skill stacks. ;Deine Nahkampfangriffe entladen einen Blitzstrahl von deiner Position aus in einem zufälligen Winkel, der alle Gegner in diesem Angriffswinkel durchbohrt. Der Schaden und die Anzahl der entladenen Blitzstrahlen skalieren mit deinen Skill-Stacks. ;Vos attaques de mêlée projettent un rayon de foudre depuis votre position dans un angle aléatoire, transperçant tous les ennemis dans cet angle d'attaque. Les dégâts et le nombre de rayons de décharge augmentent en fonction de vos piles de compétences. ;I tuoi attacchi in mischia scaricano un raggio di luce dalla tua posizione in un angolo casuale che attraversa tutti i nemici in questo angolo di attacco. I danni e la quantità di raggi di scarico variano in base alle pile di abilità. ;Tus ataques cuerpo a cuerpo descargan un rayo desde tu posición en un ángulo aleatorio que atraviesa a todos los enemigos en este ángulo de ataque. El daño y la cantidad de rayos descargados varían con tus acumulaciones de habilidades. ;你的近战攻击从你的位置以一个随机的角度发射一道闪电射线，穿透这个攻击角度的所有敌人。伤害和放电射线的数量随你的技能叠加而增加。;近接攻撃では、自分の位置からランダムな角度で雷光を放ち、この攻撃角度にいるすべての敵を貫通させる。ダメージと放電光線の量はスキルのスタックに応じて変化します。;근접 공격은 내 위치에서 무작위 각도로 번개 광선을 발사해 해당 공격 각도에 있는 모든 적을 관통합니다. 피해량과 방전 광선의 양은 스킬 중첩에 따라 증가합니다. ;Os vossos ataques corpo a corpo descarregam um raio da vossa posição num ângulo aleatório, perfurando todos os inimigos neste ângulo de ataque. Os danos e a quantidade de raios de descarga são escalados com as suas pilhas de perícia. ;Twoje ataki w zwarciu wyrzucają promień błyskawicy z twojej pozycji pod losowym kątem, przebijając wszystkich wrogów znajdujących się pod tym kątem. Obrażenia i ilość promieni wyładowań skalują się wraz ze stosami umiejętności.;Ваши атаки ближнего боя выпускают луч молнии из вашей позиции под случайным углом, пронзая всех врагов под этим углом атаки. Урон и количество разрядов зависят от стаков умений.;Yakın dövüş saldırılarınız, konumunuzdan rastgele bir açıyla bir yıldırım ışını boşaltır ve bu saldırı açısındaki tüm düşmanları deler. Hasar ve deşarj ışınlarının miktarı, beceri yüklerinizle ölçeklenir.
SKILL_RANGE_ATTACK_LIGHTNING_STRIKE;Lightning Strike;Blitzschlag;Coup de foudre;Colpo di fulmine;Rayo de descarga;闪电攻击;ライトニングストライク;번개 공격;Ataque relâmpago;Uderzenie pioruna;Удар молнии;Yıldırım Çarpması
SKILL_MELEE_ATTACK_DISCHARGE;Discharge;Entladung;Décharge;Scarica;Descarga;放电;ディスチャージ;방전;Descarga;Wyładowanie;Разрядка;Tahliye
SKILL_MELEE_ATK_FISSURE;Fissure;Riss;Fissure;Fissura;Fisura;裂缝;亀裂;균열;Fissure;Szczelina;Фиссура;Fissür
SKILL_CRIT_CHANCE;Critical Hit;Kritischer Treffer;Coup critique;Colpo critico;Impacto crítico;关键打击;クリティカルヒット;크리티컬 히트;Ataque Crítico;Trafienie krytyczne;Критическое попадание;Kritik Vuruş
SKILL_ATK_REP_RANGE_PROJECTILE_SHIELD;Projectile Shield;Projektil-Schild;Bouclier de projectiles;Scudo di proiettili;Escudo de proyectiles;投射物盾牌;プロジェクタイルシールド;투사체 보호막;Escudo de Projéctil;Osłona przed pociskami;Щит от снарядов;Mermi Kalkanı
SKILL_RANGE_DEATH_BURST;Bursting Shot;Berstender Schuss;Coup d'éclat;Colpo di scoppio;Tiro de reventón;毁灭射击;バーストショット;버스트 샷;Tiro de Rebentamento;Bursting Shot;Взрывной выстрел;Patlayan Atış
SKILL_MELEE_DEATH_BURST;Bursting Wield;Berstender Hieb;Bursting Wield;Rasoio a scoppio;Escudo de reventón;毁灭猛击;バースト・ウィールド;파열 휘두르기;Empunhadura de Rebentamento;Bursting Wield;Разрывное оружие;Patlayan Eller
SKILL_ATK_REP_RANGE_SWIRL;Swirl;Wirbeln;Tourbillon;Swirl;Remolino;旋转;渦巻き;Swirl;Rodar;Swirl;Вихрь;Girdap
SKILL_ATK_REP_RANGE_REVERT_SHOT;Revert Shot;Rücklaufschuss;Tir d'inversion;Colpo di ritorno;Tiro de reversa;回旋;リバートショット;되돌리기 사격;Tiro de reversão;Revert Shot;Обратный выстрел;Geri Dönüş Atışı
SKILL_PET_SUMMON_BURST;Ravaging Companions;Verwüstende Gefährten;Compagnons de ravage;Compagni di devastazione;Compañeros de asalto;残忍的同伴;ラヴェリングコンパニオン;약탈자 동료;Companheiros vorazes;Ravaging Companions;Буйные компаньоны;Yıkıcı Yoldaşlar
SKILL_PET_PERMA_RANGE;Range Companion;Fernkampf-Gefährte;Compagnon de gamme;Compagno di gamma;Compañero de gama;远程的同伴;レンジコンパニオン;사거리 동료;Gama Companheiro;Range Companion;Компаньон по дальности;Menzil Arkadaşı
SKILL_PET_PERMA_MELEE;Wolf Companion;Wolf-Gefährte;Compagnon loup;Compagno del lupo;Compañero del lobo;狼伴侣;ウルフコンパニオン;늑대 동료;Companheiro de lobo;Wolf Companion;Спутник волка;Kurt Yoldaş
SKILL_PET_PERMA_MELEE_CHICKEN;Chicken Companion;Huhn-Gefährte;Compagnon du poulet;Compagno di pollo;Pollo de compañía;鸡 同伴;チキンコンパニオン;닭 동료;Companheiro de frango;Chicken Companion;Куриный компаньон;Tavuk Arkadaşı
SKILL_ATK_REP_RANGE_CHARGE;Charge;Kanalisierung;Charge;Carica;Carga;充能箭;チャージ;충전;Carga;Opłata;Зарядка;Ücretlendirme
SKILL_ATK_REP_RANGE_RANGE_CONSTRUCT;Range Construct;Fernkampf-Konstrukt;Construction de la gamme;Gamma Costruire;Gama Constructora;范围构建;レンジコンストラクト;범위 건설;Construção de Gama;Konstrukcja zasięgu;Конструкция диапазона;Menzil Yapısı
SKILL_ATK_REP_MELEE_BOOMERANG;Boomerang;Bumerang;Boomerang;Boomerang;Boomerang;投掷打击;ブーメラン;부메랑;Boomerang;Bumerang;Бумеранг;Bumerang
SKILL_ATK_REP_MELEE_CYCLIC;Cyclic Might;Zyklische Macht;Puissance cyclique;Potere ciclico;Poder cíclico;旋转打击;サイクリックマイト;순환 힘;O Poder Cíclico;Cykliczna potęga;Циклическое могущество;Döngüsel Kudret
SKILL_ATK_REP_MELEE_TREMBLING_GROUND;Trembling Ground;Zitternder Boden;Sol tremblant;Terra che trema;Tierra Temblorosa;颤抖的大地;震える大地;떨리는 땅;Terreno trémulo;Drżąca ziemia;Дрожащая земля;Titreyen Zemin
SKILL_ATK_REP_MELEE_MELEE_CONSTRUCT;Melee Construct;Nahkampf-Konstrukt;Melee Construct;Costrutto in mischia;Construcción cuerpo a cuerpo;近战构筑物;メレーコンストラクト;근접 구조물;Melee Construct;Konstrukcja do walki wręcz;Конструкт ближнего боя;Yakın Dövüş Yapısı
SKILL_MELEE_HIT_DOUBLE_HIT;Double Hit;Doppelschlag;Coup double;Doppio colpo;Doble golpe;双重打击;ダブルヒット;이중 타격;Golpe duplo;Podwójne uderzenie;Двойной удар;Çifte Vuruş
SKILL_MELEE_HIT_SCATTER;Scattering Hit;Splitterschlag;Frappe de diffusion;Colpo di dispersione;Golpe de dispersión;溅射打击;ばら撒きヒット;산란 명중;Dispersão;Uderzenie rozpraszające;Рассеивающий удар;Saçılma İsabeti
SKILL_MELEE_EFFECT_GLARING;Glaring Light;Gleißendes Licht;Lumière éblouissante;Luce abbagliante;Luz deslumbrante;光耀;グレアリングライト;눈부신 빛;Luz de Glaring;Oślepiające światło;Ослепительный свет;Göz Kamaştıran Işık
SKILL_MELEE_ATK_SCATTER;Scattering Sweep;Splitterhieb;Balayage de diffusion;Spazzata di dispersione;Barrido de dispersión;分裂打击;拡散スイープ;산란 스윕;Varredura de dispersão;Scattering Sweep;Рассеивающая завеса;Saçılma Taraması
SKILL_RANGE_HIT_SCATTER;Scattering Projectiles;Splittergeschoss;Diffusion des projectiles;Spargimento di proiettili;Proyectiles de dispersión;分裂射击;散弾;산란 투사체;Projécteis de dispersão;Pociski rozpraszające;Рассеивающие снаряды;Saçılan Mermiler
SKILL_RANGE_ATK_SCATTER;Scatter Cast;Splitterschuss;Scatter Cast;Getto di dispersione;Reparto de la dispersión;散射射击;飛散キャスト;스캐터 캐스트;Dispersão de elenco;Scatter Cast;Разбросанное литье;Dağılım Döküm
SKILL_ATK_SCATTER;Scatter;Splitter;;;;;飛散;Scatter;Dispersão;Rozproszenie;Разброс;Dağılım
SKILL_RANGE_ATK_BLEEDING_SWIRL;Bleeding Swirl;Blutwirbel;Tourbillon de saignement;Vortice sanguinante;Remolino sangrante;腥红卫士;ブリーディングスワール;출혈 소용돌이;Rodeio de Sangramento;Bleeding Swirl;Кровоточащий вихрь;Kanayan Girdap
SKILL_MELEE_ATK_CLASH_OF_STEEL;Clash of Steel;Klirrender Stahl;Le choc des aciers;Scontro d'acciaio;Choque de Acero;钢铁风暴;鋼鉄の激突;강철의 충돌;Clash de aço;Clash of Steel;Столкновение сталей;Çelik Çatışması
SKILL_MELEE_ATK_PIERCING_BLOW;Piercing Blow;Durchdringender Hieb;Coup de poing;Colpo penetrante;Golpe penetrante;崩山击;ピアッシングブロー;피어싱 타격;Sopro perfurante;Przeszywający cios;Пронзающий удар;Delici Darbe
SKILL_MELEE_ATK_WIND_SHOCK;Wind Shock;Windstoß;Choc des vents;Shock da vento;Choque de viento;飓风破;風の衝撃;바람 충격;Choque de Vento;Szok Wiatru;Удар ветра;Rüzgar Şoku
SKILL_MELEE_ATK_BLEEDING_BLADE;Bleeding Blade;Blutklinge;Lame de saignement;Lama sanguinante;Cuchilla sangrante;腥红风暴;ブリーディングブレード;블리딩 블레이드;Lâmina de Sangramento;Krwawiące ostrze;Кровоточащее лезвие;Kanayan Bıçak
SKILL_RANGE_HIT_CUTTING_SHOT;Cutting Shot;Schnittschuss;Coup de feu;Colpo di taglio;Tiro de corte;切割射击;カッティングショット;커팅 샷;Tiro de corte;Cięcie;Режущий выстрел;Kesme Atışı
SKILL_MELEE_HIT_BURN;Burning Hit;Brennender Schlag;Coup de fouet;Colpo bruciante;Golpe en llamas;燃烧打击;バーニングヒット;불타는 타격;Atingido em chamas;Płonące trafienie;Горящий удар;Yanan Vuruş
SKILL_MELEE_ATK_BURN;Burning Attack;Brennender Hieb;Attaque brûlante;Attacco bruciante;Ataque en llamas;燃烧;バーニングアタック;불타는 공격;Ataque de Queimadura;Burning Attack;Горящая атака;Yanan Saldırı
SKILL_RANGE_HIT_BURN;Burning Projectiles;Brennende Projektile;Projectiles brûlants;Proiettili infuocati;Proyectiles en llamas;燃烧瓶;バーニングプロジェクター;불타는 발사체;Projécteis em combustão;Płonące pociski;Горящие снаряды;Yanan Mermiler
SKILL_RANGE_ATK_BURN;Burning Cast;Brennender Wurf;Burning Cast;Cast bruciante;Reparto en llamas;燃烧地面;バーニングキャスト;불타는 캐스트;Elenco em chamas;Burning Cast;Горящий каст;Yanan Oyuncular
SKILL_RANGE_HIT_EXPLODE;Exploding Projectile;Explodierender Schuss;Projectile explosif;Proiettile esplosivo;Proyectil explosivo;爆裂射击;爆発する弾丸;폭발 투사체;Projéctil Explosivo;Wybuchający pocisk;Взрывающийся снаряд;Patlayan Mermi
SKILL_MELEE_HIT_EXPLODE;Explosive Hit;Explodierender Schlag;Coup explosif;Colpo esplosivo;Golpe explosivo;爆裂打击;エクスプローシブヒット;폭발 적중;Ataque explosivo;Wybuchowe trafienie;Взрывной удар;Patlayıcı Vuruş
SKILL_MELEE_HIT_POISON;Poison Nova;Gift-Nova;Nova Poison;Veleno Nova;Poison Nova;淬毒;ポイズンノヴァ;독 노바;Veneno Nova;Poison Nova;Яд Нова;Poison Nova
SKILL_RANGE_HIT_POISON;Poison Shot;Giftschuss;Tir de poison;Colpo di veleno;Tiro de Veneno;毒药瓶;ポイズンショット;독 사격;Tiro com veneno;Trujący strzał;Ядовитый выстрел;Zehirli Atış
SKILL_MELEE_ATK_METEOR;Meteor Blow;Meteoritenschlag;Coup de météorite;Soffio di meteora;Golpe de meteorito;流星破;メテオブロー;유성 타격;Sopro de Meteoro;Uderzenie meteoru;Удар метеора;Meteor Darbesi
