id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr
ACHIEV_COURTYARD_DESC;Complete all waves in the Swamps map;Schließe alle Waves auf der Map Sumpf ab.;Terminez toutes les vagues sur la carte Marais;Completa tutte le ondate nella mappa Paludi;Completa todas las oleadas en el mapa Pantanos;完成沼泽地图中的所有波次;沼地マップの全ウェーブを完了する;늪지 지도의 모든 파도 완료;Completar todas as vagas no mapa Pântanos;Ukończ wszystkie fale na mapie Bagna;"Пройдите все волны на карте ""Болота";Bataklıklar haritasındaki tüm dalgaları tamamlayın
ACHIEV_VOID_DESC;Complete all waves in the Courtyard of Ankerath map;Schließe alle Waves auf der Map Der Hof von Ankerath ab.;Terminer toutes les vagues de la carte Courtyard of Ankerath.;Completa tutte le ondate nella mappa Cortile di Ankerath;Completa todas las oleadas en el mapa Patio de Ankerath;完成安克拉特庭院地图中的所有波次;アンケラスの中庭マップの全ウェーブを完了する;안케라스의 안뜰 지도의 모든 파도 완료하기;Completar todas as vagas no mapa Pátio de Ankerath;Ukończ wszystkie fale na mapie Dziedziniec Ankeratha.;"Пройдите все волны на карте ""Двор Анкерата"".";Ankerath Avlusu haritasındaki tüm dalgaları tamamlayın
ACHIEV_CAVE_DESC;Complete all waves in the Void map;Schließe alle Waves auf der Map Die Leere ab.;Terminer toutes les vagues sur la carte du Vide;Completa tutte le ondate nella mappa Void;Completa todas las oleadas en el mapa del Vacío;完成虚空地图中的所有波次;Voidマップの全ウェーブを完了する;공허 지도의 모든 파도 완료;Completar todas as vagas no mapa Void;Ukończ wszystkie fale na mapie Pustkowie;"Пройдите все волны на карте ""Пустота";Void haritasındaki tüm dalgaları tamamlayın
ACHIEV_AEODRA_DESC;Complete all waves in the Caves map;Schließe alle Waves auf der Map Höhlen ab.;Terminer toutes les vagues de la carte Grottes;Completa tutte le ondate nella mappa Grotte;Completa todas las oleadas en el mapa Cuevas;完成洞穴地图中的所有波次;洞窟マップの全ウェーブを制覇する;동굴 지도의 모든 파도 완료;Completar todas as vagas no mapa das Cavernas;Ukończ wszystkie fale na mapie Jaskinie;"Пройдите все волны на карте ""Пещеры";Mağaralar haritasındaki tüm dalgaları tamamlayın
;;;;;;;;;;;;
;;;;;;;;;;;;
ACHIEV_STONEHOLD_UNLOCK;Unlocks the Stonehold map;Schaltet die Map Stonehold frei;Déverrouille la carte Stonehold;Sblocca la mappa Stonehold;Desbloquea el mapa Stonehold;解锁 Stonehold 地图;ストーンホールド・マップのロック解除;돌 거점 지도 잠금 해제;Desbloqueia o mapa de Stonehold;Odblokowuje mapę Stonehold;"Открывает карту ""Стоунхолд";Stonehold haritasının kilidini açar
ACHIEV_BEACH_UNLOCK;Unlocks the Beach map;Schaltet die Map Strand frei;Déverrouille la carte Plage;Sblocca la mappa Beach;Desbloquea el mapa de la Playa;解锁海滩地图;ビーチマップのロックを解除;해변 지도를 잠금 해제합니다.;Desbloqueia o mapa da Praia;Odblokowuje mapę Plaża;"Открывает карту ""Пляж";Kumsal haritasının kilidini açar
ACHIEV_CELLAR_UNLOCK;Unlocks the Basement map;Schaltet die Map Gewölbe frei;Déverrouille la carte Basement;Sblocca la mappa Basement;Desbloquea el mapa Sótano;解锁地下室地图;地下室マップのロック解除;지하실 맵을 잠금 해제합니다.;Desbloqueia o mapa da Cave;Odblokowuje mapę Piwnica;"Открывает карту ""Подвал";Bodrum haritasının kilidini açar
ACHIEV_DESCENT_UNLOCK;Unlocks the Descent map;Schaltet die Map Abstieg frei;Déverrouille la carte Descente;Sblocca la mappa Discesa;Desbloquea el mapa Descent;解锁下坡地图;降下マップのロックを解除;하강 지도를 잠금 해제합니다.;Desbloqueia o mapa Descida;Odblokowuje mapę Zejście;"Открывает карту ""Спуск";İniş haritasının kilidini açar
ACHIEV_WOODS_UNLOCK;Unlocks the Forest map;Schaltet die Map Wälder frei;Déverrouille la carte Forêt;Sblocca la mappa Foresta;Desbloquea el mapa Bosque;解锁森林地图;森林マップのロックを解除;숲 지도를 잠금 해제합니다.;Desbloqueia o mapa da Floresta;Odblokowuje mapę Las;"Открывает карту ""Лес";Orman haritasının kilidini açar
ACHIEV_SANDS_UNLOCK;Unlocks the Eternal Sands map;Schaltet die Map Ewige Sande frei;Débloque la carte Sables éternels;Sblocca la mappa Sabbie eterne;Desbloquea el mapa Eternal Sands;解锁永恒之沙地图;Eternal Sandsマップのロックを解除;영원한 모래 맵을 잠금 해제합니다.;Desbloqueia o mapa das Areias Eternas;Odblokowuje mapę Wieczne Piaski;"Открывает карту ""Вечные пески";Ebedi Kumlar haritasının kilidini açar
ACHIEV_HIDEOUT_UNLOCK;Unlocks the Hideout map;Schaltet die Map Versteck frei;Débloque la carte Hideout;Sblocca la mappa Hideout;Desbloquea el mapa Hideout;解锁藏身处地图;隠れ家マップのロックを解除;은신처 지도를 잠금 해제합니다.;Desbloqueia o mapa do Esconderijo;Odblokowuje mapę Kryjówka;"Открывает карту ""Укрытие";Sığınak haritasının kilidini açar
ACHIEV_ICE_UNLOCK;Unlocks the Frozen Plains map;Schaltet die Map Gefrorene Ebenen frei;Déverrouille la carte des Plaines gelées;Sblocca la mappa Pianure ghiacciate;Desbloquea el mapa Llanuras heladas;解锁冰冻平原地图;Frozen Plainsマップをアンロック;얼어붙은 평원 지도 잠금 해제;Desbloqueia o mapa Planícies Congeladas;Odblokowuje mapę Mroźne równiny;"Открывает карту ""Замороженные равнины";Donmuş Ovalar haritasının kilidini açar
ACHIEV_MOUNTAINS_UNLOCK;Unlocks the Mountain Peaks maps;Schaltet die Map Berggipfel frei;Débloque les cartes Pics montagneux;Sblocca la mappa Cime di montagna;Desbloquea los mapas Mountain Peaks;解锁山峰地图;Mountain Peaksマップのアンロック;산봉우리 지도를 잠금 해제합니다.;Desbloqueia os mapas dos Picos das Montanhas;Odblokowuje mapy Mountain Peaks;"Открывает карты ""Горные вершины";Dağ Zirveleri haritalarının kilidini açar
ACHIEV_GATEKEEPER_UNLOCK;Unlocks the Aureate Dome map;Schaltet die Map Aureat-Kuppel frei;Débloque la carte Dôme d'Aureate;Sblocca la mappa Cupola Aureata;Desbloquea el mapa Aureate Dome;解锁奥瑞特穹顶地图;Aureate Domeマップのアンロック;아우레테 돔 지도를 잠금 해제합니다.;Desbloqueia o mapa Cúpula Aureolada;Odblokowuje mapę Aureate Dome.;"Открывает карту ""Купол Ауреаты";Aureate Dome haritasının kilidini açar
ACHIEV_LAVA_UNLOCK;Unlocks the Forlorn Lands map;Schaltet die Map Verlorene Lande frei;Débloque la carte Forlorn Lands;Sblocca la mappa Terre Perdute;Desbloquea el mapa Forlorn Lands;解锁荒芜之地地图;Forlorn Landsマップのアンロック;황폐한 땅 지도를 잠금 해제합니다.;Desbloqueia o mapa das Terras Desertas;Odblokowuje mapę Pustkowia;"Открывает карту ""Заблудшие земли";Forlorn Lands haritasının kilidini açar
ACHIEV_SWAMP_UNLOCK;Unlocks the Swamps map;Schaltet die Map Sumpf frei;Débloque la carte Marais;Sblocca la mappa Paludi;Desbloquea el mapa Swamps;解锁沼泽地图;沼地マップのアンロック;늪지 지도를 잠금 해제합니다.;Desbloqueia o mapa dos Pântanos;Odblokowuje mapę Bagna;"Открывает карту ""Болота";Bataklıklar haritasının kilidini açar
ACHIEV_COURTYARD_UNLOCK;Unlocks the Courtyard of Ankerath map;Schaltet die Map Der Hof von Ankerath frei;Déverrouiller la carte Cour d'Ankerath;Sblocca la mappa Cortile di Ankerath;Desbloquea el mapa Patio de Ankerath;解锁安克拉特庭院地图;アンケラスの中庭マップのアンロック;안케라스의 안뜰 지도를 잠금 해제합니다.;Desbloqueia o mapa do Pátio de Ankerath;Odblokowuje mapę Dziedziniec Ankerath.;"Открывает карту ""Двор Анкерата";Ankerath Avlusu haritasının kilidini açar
ACHIEV_VOID_UNLOCK;Unlocks the Void map;Schaltet die Map Die Leere frei;Déverrouiller la carte du Vide;Sblocca la mappa Void;Desbloquea el mapa del Vacío;解锁虚空地图;ヴォイドマップのアンロック;공허 지도를 잠금 해제합니다.;Desbloqueia o mapa do Vazio;Odblokowuje mapę Pustki;"Открывает карту ""Пустота";Void haritasının kilidini açar
ACHIEV_CAVE_UNLOCK;Unlocks the Caves map;Schaltet die Map Höhlen frei;Déverrouiller la carte des grottes;Sblocca la mappa Grotte;Desbloquea el mapa Cuevas;解锁洞穴地图;洞窟マップのアンロック;동굴 지도를 잠금 해제합니다.;Desbloqueia o mapa das Cavernas;Odblokowuje mapę Jaskinie;"Открывает карту ""Пещеры";Mağaralar haritasının kilidini açar
ACHIEV_AEODRA_UNLOCK;Unlocks the Aeodra Arena map;Schaltet die Map Aeodra-Arena frei;Débloque la carte Arène d'Aeodra;Sblocca la mappa Arena di Aeodra;Desbloquea el mapa de la Arena de Aeodra;解锁艾奥德拉竞技场地图;エオドラ闘技場マップのアンロック;아에오드라 투기장 지도를 잠금 해제합니다.;Desbloqueia o mapa da Arena de Aeodra;Odblokowuje mapę Aeodra Arena.;"Открывает карту ""Арена Эодры";Aeodra Arena haritasının kilidini açar
;;;;;;;;;;;;
ACHIEV_DAGGER;Dexterity;Geschicklichkeit;Dextérité;Destrezza;Destreza;灵巧;デクステリティ;민첩성;Dexteridade;Zręczność;Ловкость;El Becerisi
ACHIEV_GREATSWORD;Warrior;Krieger;Guerrier;Guerriero;Guerrero;战士;ウォーリア;전사;Guerreiro;Wojownik;Воин;Savaşçı
ACHIEV_FLAIL;Advanced;Fortgeschritten;Avancé;Avanzata;Avanzado;高级;上級;고급;Avançado;Zaawansowany;Расширенный;Gelişmiş
ACHIEV_SCYTHE;Strong;Stark;Fort;Forte;Fuerte;强壮;強い;강함;Forte;Silny;Сильный;Güçlü
ACHIEV_PHOENIX_SWORD;Fire;Feuer;Feu;Fuoco;Fuego;火焰;火;불;Incêndio;Ogień;Огонь;Yangın
ACHIEV_HAMMER;Gigantic;Gigantisch;Gigantesque;Gigantesco;Gigantesco;巨大的;巨人;거대;Gigantesco;Gigantyczny;Гигантский;Devasa
ACHIEV_MAGIC_SHIELD;Clever;Geschickt;Intelligent;Intelligente;Inteligente;聪明;賢い;영리한;Clever;Sprytny;Умный;Zekice
ACHIEV_ELDER_CLUB;Great Warrior;Großer Krieger;Grand guerrier;Grande guerriero;Gran guerrero;伟大的战士;偉大な戦士;위대한 전사;Grande Guerreiro;Wielki Wojownik;Великий воин;Büyük Savaşçı
ACHIEV_SPEAR;Fencer;Fechter;Escrimeur;Combattente;Esgrimista;剑客;剣士;펜서;Fencer;Szermierz;Фехтовальщик;Eskrimci
ACHIEV_BLEEDING_STAR;Blade;Klinge;Lame;Lama;Hoja;刀客;ブレード;Blade;Lâmina;Ostrze;Лезвие;Bıçak
ACHIEV_AMBER;Swordsman;Schwertkämpfer;Épéiste;Spadaccino;Espadachín;剑客;ソードマン;검객;Espadachim;Szermierz;Мечник;Kılıç Ustası
ACHIEV_STING;Rogue;Schurke;Voleur;Canaglia;Pícaro;流氓;ローグ;Rogue;Rogue;Łotr;Rogue;Rogue
ACHIEV_GNARLY_MACE;Barbar;Barbar;Barbarie;Barbaro;Bárbaro;野蛮人;バーバー;야만인;Barbar;Barbar;Барбар;Barbar
ACHIEV_RIPPING_AXE;Destructive Power;Zerstörerische Kraft;Pouvoir destructeur;Potere distruttivo;Poder Destructivo;破坏性的力量;破壊的な力;파괴력;Poder Destrutivo;Niszczycielska moc;Разрушительная сила;Yıkıcı Güç
ACHIEV_SUGAR_STICK;Devastating;Entdecker;Dévastateur;Devastante;Devastador;破坏性的;破壊的な;파괴적;Devastador;Niszczycielski;Опустошительный;Yıkıcı
ACHIEV_BEAR_CALLER;Nature Calls;Die Natur ruft;L'appel de la nature;La natura chiama;La naturaleza llama;自然的呼唤;ネイチャーコールズ;자연이 부르는 소리;A natureza chama;Nature Calls;Природа зовет;Doğa Çağrıları
ACHIEV_FROZEN_VESSEL;Cleaned Hideout;Gesichertes Versteck;La cachette nettoyée;Nascondiglio ripulito;Escondite limpiado;清理藏身处;掃除された隠れ家;청소한 은신처;Esconderijo limpo;Oczyszczona kryjówka;Очищенное убежище;Temizlenmiş Sığınak
ACHIEV_BALLISTIC_BARKWOOD;Recaptured Stonehold ;Zurückeroberter Steinhof;La reconquête de Stonehold ;Riconquistata Stonehold ;Recapturado Stonehold ;夺回石堡 ;ストーンホールドの奪還 ;탈환한 돌 거점 ;Recaptura de Stonehold ;Odzyskany Stonehold;Захваченный Стоунхолд;Yeniden Ele Geçirilen Stonehold
ACHIEV_EARTHSHAPER;Crushing the Tides;Die Gezeiten zerschlagen;Écraser les marées;Schiacciare le maree;Aplastar las mareas;粉碎潮汐;潮を砕く;파도 분쇄;Esmagando as marés;Miażdżenie przypływów;Сокрушительные приливы;Gelgitleri Ezmek
ACHIEV_POISONED_BLIGHT;Poisoned Blight;Giftbrand;Fléau empoisonné;Pericolo avvelenato;Tizón envenenado;中毒疫病;ポイズン・ブライト;중독된 역병;Praga envenenada;Zatruta zaraza;Отравленный свет;Zehirli Yanıklık
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
ACHIEV_DARK_STAFF;Master;Meister;Maître;Maestro;Maestro;硕士;マスター;마스터;Mestre;Mistrz;Мастер;Usta
ACHIEV_ICE_STAFF;Sorcerer;Hexenmeister;Sorcier;Stregone;Hechicero;巫师;ソーサラー;소서러;Feiticeiro;Czarnoksiężnik;Колдун;Büyücü
ACHIEV_BOW;Bullet-hell;Bullet-hell;Bullet-hell;Bullet-hell;Bullet-hell;子弹壳;バレットヘル;총알 지옥;Bullet-hell;Bullet-hell;Пуля-гильза;Bullet-hell
ACHIEV_FOCUS;Explosive;Explosiv;Explosif;Esplosivo;Explosivo;爆炸;エクスプロシブ;폭발물;Explosivo;Wybuchowy;Взрывчатка;Patlayıcı
ACHIEV_PHOENIX_STAFF;Fire Specialist;Feuer-Spezialist;Spécialiste du feu;Specialista del fuoco;Especialista en fuego;火焰专家;ファイヤースペシャリスト;화염 전문가;Especialista em incêndios;Specjalista ds. pożarów;Специалист по пожарной безопасности;Yangın Uzmanı
ACHIEV_THROWING_AXE;Champion;Meister;Champion;Campione;Campeón;冠军;チャンピオン;챔피언;Campeão;Mistrz;Чемпион;Şampiyon
ACHIEV_THROWING_SPEAR;Archer;Bogenschütze;Archer;Arciere;Arquero;弓箭手;アーチャー;궁수;Archer;Archer;Арчер;Okçu
ACHIEV_EMERALD_STAFF;The Pack;Das Rudel;La Meute;Il Branco;La Manada;弓箭手;パック;팩;O Pacote;Pakiet;Стая;Sürü
ACHIEV_LIGHTNING_STAFF;Specialist;Spezialist;Spécialiste;Specialista;Especialista;专家;スペシャリスト;스페셜리스트;Especialista;Specjalista;Специалист;Uzman
ACHIEV_ICE_FOCUS;Fire Mage;Feuermagier;Mage du feu;Mago del Fuoco;Mago de Fuego;火法师;ファイヤーメイジ;불의 마법사;Mago do fogo;Mag ognia;Маг огня;Ateş Büyücüsü
ACHIEV_SLINGSHOT;Axe Thrower;Axt-Werfer;Lanceur de hache;Lanciatore di asce;Lanzador de hachas;斧头投掷者;Axe Thrower;도끼 던지기;Lança Machado;Miotacz toporów;Метатель топора;Balta Fırlatıcı
ACHIEV_UNSTABLE_POTION;Poisoner;Giftmischer;Empoisonneur;Avvelenatore;Envenenador;毒药师;ポイズナー;독살자;Intoxicador;Truciciel;Отравитель;Zehirleyici
ACHIEV_CINNAMON_STAR;Explorer;Entdecker;Explorateur;Esploratore;Explorador;探索者;エクスプローラー;탐험가;Explorador;Odkrywca;Explorer;Kaşif
ACHIEV_DAROKIN_STAFF;Illuminate Darkness;Dunkelheit erhellen;Illuminer les ténèbres;Illuminare le tenebre;Ilumina la oscuridad;照亮黑暗;闇を照らす;어둠의 빛;Iluminar a escuridão;Illuminate Darkness;Осветить тьму;Karanlığı Aydınlat
ACHIEV_BLAZEBOLT;Aureate Victory;Goldener Erfolg;Victoire d'Aureate;Vittoria Aurea;Victoria aurea;纯洁的胜利;アウレアーテの勝利;눈부신 승리;Vitória Áurea;Aureate Victory;Победа Авреата;Aureate Zaferi
ACHIEV_WOODWEAVER;Plucking the Weeds;Das Unkraut zupfen;Arracher les mauvaises herbes;Spazzare le erbacce;Arrancar la mala hierba;拔除杂草;雑草をむしる;잡초 뽑기;Arrancar as ervas daninhas;Wyrywanie chwastów;Выщипывание сорняков;Yabani Otları Yolmak
ACHIEV_GRIMM_REBOUND;Grimm Rebound;Grimmender Rückstoß;Rebond de Grimm;Rimbalzo Grimm;Rebote Grimm;格林反弹;グリムリバウンド;그림 리바운드;Rebote de Grimm;Grimm Rebound;Восстановление Гримм;Grimm Rebound
ACHIEV_ECHO_BALLISTA;Echo Ballista;Echo-Ballista;Baliste d'écho;Balista dell'eco;Balista de Eco;回音炮;エコーバリスタ;에코 발리스타;Balista de Eco;Echo Ballista;Баллиста Эхо;Echo Balista
ACHIEV_BUZZKEEPER;Buzzkeeper;Buzzkeeper;Buzzkeeper;Cicalino;Buzzkeeper;嗡嗡守护者;バズキーパー;버즈키퍼;Guardião do zumbido;Buzzkeeper;Buzzkeeper;Buzzkeeper
;;;;;;;;;;;;
;;;;;;;;;;;;
ACHIEV_SKILL_RANGE_BLEEDING_BURST;Sanguine Shot;Blutiger Schuss;Coup de sang;Colpo Sanguinario;Golpe Sanguinario;圣光射击;サングィーン・ショット;산긴 샷;Tiro Sanguíneo;Sanguine Shot;Выстрел сангвиника;Sanguine Shot
ACHIEV_SKILL_MELEE_BLEEDING_BURST;Sanguine Strike;Blutiger Hieb;Frappe sanglante;Colpo Sanguigno;Golpe Sanguinario;圣光一击;サングイン・ストライク;산긴 스트라이크;Golpe Sanguíneo;Sanguine Strike;Сангвинический удар;Sanguine Strike
ACHIEV_SKILL_MELEE_ATK_STONE_BOULDER;Set in Stone;In Stein gemeißelt;En pierre;Incastonato nella pietra;Grabado en piedra;镶嵌在石头上;セット・イン・ストーン;세트 인 스톤;Em pedra;Set in Stone;Запечатленный в камне;Set in Stone
